time,latitude_deg,longitude_deg,height_m
145.89,51.0851,-114.134,1119.22
145.905,51.0851,-114.134,1119.22
145.92,51.0851,-114.134,1119.22
145.935,51.0851,-114.134,1119.22
145.95,51.0851,-114.134,1119.22
145.965,51.0851,-114.134,1119.22
145.98,51.0851,-114.134,1119.22
145.995,51.0851,-114.134,1119.22
146.01,51.0851,-114.134,1119.22
146.025,51.0851,-114.134,1119.22
146.04,51.0851,-114.134,1119.22
146.055,51.0851,-114.134,1119.22
146.07,51.0851,-114.134,1119.22
146.085,51.0851,-114.134,1119.22
146.1,51.0851,-114.134,1119.22
146.115,51.0851,-114.134,1119.22
146.13,51.0851,-114.134,1119.22
146.145,51.0851,-114.134,1119.22
146.16,51.0851,-114.134,1119.22
146.175,51.0851,-114.134,1119.23
146.19,51.0851,-114.134,1119.23
146.205,51.0851,-114.134,1119.23
146.22,51.0851,-114.134,1119.23
146.235,51.0851,-114.134,1119.23
146.25,51.0851,-114.134,1119.23
146.265,51.0851,-114.134,1119.23
146.28,51.0851,-114.134,1119.23
146.295,51.0851,-114.134,1119.23
146.31,51.0851,-114.134,1119.23
146.325,51.0851,-114.134,1119.23
146.34,51.0851,-114.134,1119.23
146.355,51.0851,-114.134,1119.23
146.37,51.0851,-114.134,1119.23
146.385,51.0851,-114.134,1119.23
146.4,51.0851,-114.134,1119.23
146.415,51.0851,-114.134,1119.23
146.43,51.0851,-114.134,1119.23
146.445,51.0851,-114.134,1119.23
146.46,51.0851,-114.134,1119.23
146.475,51.0851,-114.134,1119.23
146.49,51.0851,-114.134,1119.23
146.505,51.0851,-114.134,1119.23
146.52,51.0851,-114.134,1119.23
146.535,51.0851,-114.134,1119.23
146.55,51.0851,-114.134,1119.23
146.565,51.0851,-114.134,1119.23
146.58,51.0851,-114.134,1119.23
146.595,51.0851,-114.134,1119.23
146.61,51.0851,-114.134,1119.23
146.625,51.0851,-114.134,1119.23
146.64,51.0851,-114.134,1119.23
146.655,51.0851,-114.134,1119.23
146.67,51.0851,-114.134,1119.23
146.685,51.0851,-114.134,1119.23
146.7,51.0851,-114.134,1119.23
146.715,51.0851,-114.134,1119.23
146.73,51.0851,-114.134,1119.23
146.745,51.0851,-114.134,1119.23
146.76,51.0851,-114.134,1119.23
146.775,51.0851,-114.134,1119.23
146.79,51.0851,-114.134,1119.23
146.805,51.0851,-114.134,1119.23
146.82,51.0851,-114.134,1119.23
146.835,51.0851,-114.134,1119.23
146.85,51.0851,-114.134,1119.23
146.865,51.0851,-114.134,1119.23
146.88,51.0851,-114.134,1119.23
146.895,51.0851,-114.134,1119.23
146.91,51.0851,-114.134,1119.23
146.925,51.0851,-114.134,1119.23
146.94,51.0852,-114.134,1119.23
146.955,51.0852,-114.134,1119.23
146.97,51.0852,-114.134,1119.23
146.985,51.0852,-114.134,1119.23
147,51.0852,-114.134,1119.23
147.015,51.0852,-114.134,1119.23
147.03,51.0852,-114.134,1119.23
147.045,51.0852,-114.134,1119.23
147.06,51.0852,-114.134,1119.23
147.075,51.0852,-114.134,1119.23
147.09,51.0852,-114.134,1119.23
147.105,51.0852,-114.134,1119.24
147.12,51.0852,-114.134,1119.24
147.135,51.0852,-114.134,1119.24
147.15,51.0852,-114.134,1119.24
147.165,51.0852,-114.134,1119.24
147.18,51.0852,-114.134,1119.24
147.195,51.0852,-114.134,1119.24
147.21,51.0852,-114.134,1119.24
147.225,51.0852,-114.134,1119.24
147.24,51.0852,-114.134,1119.24
147.255,51.0852,-114.134,1119.24
147.27,51.0852,-114.134,1119.24
147.285,51.0852,-114.134,1119.24
147.3,51.0852,-114.134,1119.24
147.315,51.0852,-114.134,1119.24
147.33,51.0852,-114.134,1119.24
147.345,51.0852,-114.134,1119.24
147.36,51.0852,-114.134,1119.24
147.375,51.0852,-114.134,1119.24
147.39,51.0852,-114.134,1119.24
147.405,51.0852,-114.134,1119.24
147.42,51.0852,-114.134,1119.24
147.435,51.0852,-114.134,1119.24
147.45,51.0852,-114.134,1119.24
147.465,51.0852,-114.134,1119.24
147.48,51.0852,-114.134,1119.24
147.495,51.0852,-114.134,1119.24
147.51,51.0852,-114.134,1119.24
147.525,51.0852,-114.134,1119.24
147.54,51.0852,-114.134,1119.24
147.555,51.0852,-114.134,1119.24
147.57,51.0852,-114.134,1119.24
147.585,51.0852,-114.134,1119.24
147.6,51.0852,-114.134,1119.24
147.615,51.0852,-114.134,1119.24
147.63,51.0852,-114.134,1119.24
147.645,51.0852,-114.134,1119.24
147.66,51.0852,-114.134,1119.24
147.675,51.0852,-114.134,1119.24
147.69,51.0852,-114.134,1119.24
147.705,51.0852,-114.134,1119.24
147.72,51.0852,-114.134,1119.24
147.735,51.0852,-114.134,1119.24
147.75,51.0852,-114.134,1119.24
147.765,51.0852,-114.134,1119.24
147.78,51.0852,-114.134,1119.24
147.795,51.0852,-114.134,1119.24
147.81,51.0852,-114.134,1119.24
147.825,51.0852,-114.134,1119.24
147.84,51.0852,-114.134,1119.24
147.855,51.0852,-114.134,1119.24
147.87,51.0852,-114.134,1119.24
147.885,51.0852,-114.134,1119.24
147.9,51.0852,-114.134,1119.24
147.915,51.0852,-114.134,1119.24
147.93,51.0852,-114.134,1119.24
147.945,51.0852,-114.134,1119.24
147.96,51.0852,-114.134,1119.24
147.975,51.0852,-114.134,1119.24
147.99,51.0852,-114.134,1119.24
148.005,51.0852,-114.134,1119.24
148.02,51.0852,-114.134,1119.25
148.035,51.0852,-114.134,1119.25
148.05,51.0852,-114.134,1119.25
148.065,51.0852,-114.134,1119.25
148.08,51.0852,-114.134,1119.25
148.095,51.0852,-114.134,1119.25
148.11,51.0852,-114.134,1119.25
148.125,51.0852,-114.134,1119.25
148.14,51.0852,-114.134,1119.25
148.155,51.0852,-114.134,1119.25
148.17,51.0852,-114.134,1119.25
148.185,51.0852,-114.134,1119.25
148.2,51.0852,-114.134,1119.25
148.215,51.0852,-114.134,1119.25
148.23,51.0852,-114.134,1119.25
148.245,51.0852,-114.134,1119.25
148.26,51.0852,-114.134,1119.25
148.275,51.0852,-114.134,1119.25
148.29,51.0852,-114.134,1119.25
148.305,51.0852,-114.134,1119.25
148.32,51.0852,-114.134,1119.25
148.335,51.0853,-114.134,1119.25
148.35,51.0853,-114.134,1119.25
148.365,51.0853,-114.134,1119.25
148.38,51.0853,-114.134,1119.25
148.395,51.0853,-114.134,1119.25
148.41,51.0853,-114.134,1119.25
148.425,51.0853,-114.134,1119.25
148.44,51.0853,-114.134,1119.25
148.455,51.0853,-114.134,1119.25
148.47,51.0853,-114.134,1119.25
148.485,51.0853,-114.134,1119.25
148.5,51.0853,-114.134,1119.25
148.515,51.0853,-114.134,1119.25
148.53,51.0853,-114.134,1119.25
148.545,51.0853,-114.134,1119.25
148.56,51.0853,-114.134,1119.25
148.575,51.0853,-114.134,1119.25
148.59,51.0853,-114.134,1119.25
148.605,51.0853,-114.134,1119.25
148.62,51.0853,-114.134,1119.25
148.635,51.0853,-114.134,1119.25
148.65,51.0853,-114.134,1119.25
148.665,51.0853,-114.134,1119.25
148.68,51.0853,-114.134,1119.25
148.695,51.0853,-114.134,1119.25
148.71,51.0853,-114.134,1119.25
148.725,51.0853,-114.134,1119.25
148.74,51.0853,-114.134,1119.25
148.755,51.0853,-114.134,1119.25
148.77,51.0853,-114.134,1119.25
148.785,51.0853,-114.134,1119.25
148.8,51.0853,-114.134,1119.25
148.815,51.0853,-114.134,1119.25
148.83,51.0853,-114.134,1119.25
148.845,51.0853,-114.134,1119.25
148.86,51.0853,-114.134,1119.25
148.875,51.0853,-114.134,1119.25
148.89,51.0853,-114.134,1119.25
148.905,51.0853,-114.134,1119.25
148.92,51.0853,-114.134,1119.26
148.935,51.0853,-114.134,1119.26
148.95,51.0853,-114.134,1119.26
148.965,51.0853,-114.134,1119.26
148.98,51.0853,-114.134,1119.26
148.995,51.0853,-114.134,1119.26
149.01,51.0853,-114.134,1119.26
149.025,51.0853,-114.134,1119.26
149.04,51.0853,-114.134,1119.26
149.055,51.0853,-114.134,1119.26
149.07,51.0853,-114.134,1119.26
149.085,51.0853,-114.134,1119.26
149.1,51.0853,-114.134,1119.26
149.115,51.0853,-114.134,1119.26
149.13,51.0853,-114.134,1119.26
149.145,51.0853,-114.134,1119.26
149.16,51.0853,-114.134,1119.26
149.175,51.0853,-114.134,1119.26
149.19,51.0853,-114.134,1119.26
149.205,51.0853,-114.134,1119.26
149.22,51.0853,-114.134,1119.26
149.235,51.0853,-114.134,1119.26
149.25,51.0853,-114.134,1119.26
149.265,51.0853,-114.134,1119.26
149.28,51.0853,-114.134,1119.26
149.295,51.0853,-114.134,1119.26
149.31,51.0853,-114.134,1119.26
149.325,51.0853,-114.134,1119.26
149.34,51.0853,-114.134,1119.26
149.355,51.0853,-114.134,1119.26
149.37,51.0853,-114.134,1119.26
149.385,51.0853,-114.134,1119.26
149.4,51.0853,-114.134,1119.26
149.415,51.0853,-114.134,1119.26
149.43,51.0853,-114.134,1119.26
149.445,51.0853,-114.134,1119.26
149.46,51.0853,-114.134,1119.26
149.475,51.0853,-114.134,1119.26
149.49,51.0853,-114.134,1119.26
149.505,51.0853,-114.134,1119.26
149.52,51.0853,-114.134,1119.26
149.535,51.0853,-114.134,1119.26
149.55,51.0853,-114.134,1119.26
149.565,51.0853,-114.134,1119.26
149.58,51.0853,-114.134,1119.26
149.595,51.0853,-114.134,1119.26
149.61,51.0853,-114.134,1119.26
149.625,51.0853,-114.134,1119.26
149.64,51.0853,-114.134,1119.26
149.655,51.0853,-114.134,1119.26
149.67,51.0853,-114.134,1119.26
149.685,51.0853,-114.134,1119.26
149.7,51.0853,-114.134,1119.26
149.715,51.0853,-114.134,1119.26
149.73,51.0854,-114.134,1119.26
149.745,51.0854,-114.134,1119.26
149.76,51.0854,-114.134,1119.26
149.775,51.0854,-114.134,1119.26
149.79,51.0854,-114.134,1119.26
149.805,51.0854,-114.134,1119.26
149.82,51.0854,-114.134,1119.27
149.835,51.0854,-114.134,1119.27
149.85,51.0854,-114.134,1119.27
149.865,51.0854,-114.134,1119.27
149.88,51.0854,-114.134,1119.27
149.895,51.0854,-114.134,1119.27
149.91,51.0854,-114.134,1119.27
149.925,51.0854,-114.134,1119.27
149.94,51.0854,-114.134,1119.27
149.955,51.0854,-114.134,1119.27
149.97,51.0854,-114.134,1119.27
149.985,51.0854,-114.134,1119.27
150,51.0854,-114.134,1119.27
150.015,51.0854,-114.134,1119.27
150.03,51.0854,-114.134,1119.27
150.045,51.0854,-114.134,1119.27
150.06,51.0854,-114.134,1119.27
150.075,51.0854,-114.134,1119.27
150.09,51.0854,-114.134,1119.27
150.105,51.0854,-114.134,1119.27
